"Sigla","Cod_provincia_ISTAT","nM","mV","nF","fV","vr","logvr","sesso","minn","SE","Coort","Year","Grade","gamlssSE","Regioni","Provincia","TassoOccup_MeanM","TassoOccup_MeanF","TassoOccup_MeanT","ValAgg_Mean","AmmDonne_X2009","AmmDonne_X2010","AmmDonne_X2011","AmmDonne_X2012","AmmDonne_X2013","AmmDonne_X2014","AmmDonne_X2015","AmmDonne_X2016","AmmDonne_X2017","AmmDonne_X2018","AmmDonne_X2019","AmmDonne_X2020","AmmDonne_X2021","AmmDonne_X2022","AmmDonne_Mean","Filter"
"TO",1,8439,1529.70294771966,8534,1360.05149815203,1.12473898951484,0.117550999417918,0.60116367494551,8439,0.0217713070167848,2,1819,10,0.109016831175769,"Piemonte","Torino",70.097542,57.2060609333333,63.5930834666667,27946.3446153846,22.7,22.8,23.3,23.7,23.9,30.3,30.8,32.2,33.1,33.3,35.1,35.3,33.9,34.3,29.6214285714286,1
"VC",2,756,1682.92696619916,752,1576.34292031791,1.06761475850683,0.0654269624568311,-0.018749828860193,752,0.0729324957489473,15,1415,10,0.118497400543578,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,696,1550.71135580555,623,1335.80988613399,1.16087728643296,0.149176000689316,0.7110809226149,623,0.0801283080215004,6,2223,10,0.222523949750494,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,636,1510.7392636816,596,1540.32546419107,0.980792240862544,-0.0193946248606992,-0.0655287423020795,596,0.0819231920519041,2,1314,5,0.207461545931513,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,519,2052.06097356359,528,2606.10535890852,0.787405223871313,-0.23901226616467,0.0220109984881748,519,0.0877902562612294,14,2223,2,0.317744454651121,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,540,1512.10204413271,573,1308.28536753448,1.15578915858574,0.144783364848673,0.584984127555002,540,0.086066296582387,1,2021,13,0.866025403784438,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,687,1533.96992753395,591,1433.77255283205,1.06988373051499,0.0675499794994516,0.315290661508695,591,0.0822690069789727,5,2122,10,0.202538075004739,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,611,1290.26091767769,624,1715.8944899516,0.751946535893408,-0.285090053446156,-0.0528874189628288,611,0.0809113394062735,1,1213,5,0.186295148495448,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,581,1338.3275636241,544,1532.51466879958,0.873288583053115,-0.135489212986834,0.486750158882041,544,0.0857492925712544,10,2122,5,0.324893144826966,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,619,1504.90697635336,565,1641.29318994105,0.916903198999692,-0.0867533750026138,0.0916058649869188,565,0.0841406323823343,10,1819,2,NA,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,692,1302.30905440761,649,1171.21017269206,1.11193454836054,0.106101334708101,-0.180836488069477,649,0.078506867197886,4,1819,8,0.0633729361183308,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,688,1405.40845483197,600,1391.32447222652,1.01012271607852,0.0100718245403523,0.31654757463986,600,0.0816496580927726,18,1617,10,NA,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,626,1723.00730664177,655,1704.15488523316,1.01106262204919,0.0110018788215609,0.68458888051859,626,0.0799360766977431,7,1516,2,0.270030862433661,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,731,1252.98823956993,646,1201.72063598067,1.04266183175545,0.0417768969410127,0.186090551986013,646,0.0786889475364634,6,2021,8,0.0829423451809356,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,610,1623.81510543256,633,1424.22366816321,1.14014051425417,0.131151512928443,0.0536735327267164,610,0.0809776330178916,17,1314,8,0.181095828015808,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,593,1537.95996852826,623,1275.53683731891,1.20573543901793,0.18708970360784,0.129084859289306,593,0.0821301562353182,7,1819,5,0.566946709513841,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,621,1542.43991271185,577,1522.52688150862,1.01307893571212,0.0129941449475339,0.55784887839468,577,0.0832610894243627,2,2122,13,0.866025403784438,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
"VC",2,701,1729.81323650831,628,1499.07553728552,1.15391999501279,0.143164837270792,-0.642161935064171,628,0.0798086884467622,18,1213,6,0.117862498656782,"Piemonte","Vercelli",70.8479902,57.244655,64.0920431333333,24251.0943846154,25.4,25.6,25.4,25.5,25.5,28.5,28.2,30.4,31.1,31.8,32,31.8,33,33.4,29.1142857142857,1
