"Sigla","Cod_provincia_ISTAT","nM","mV","nF","fV","vr","logvr","sesso","minn","SE","Coort","Year","Grade","gamlssSE","Regioni","Provincia","TassoOccup_MeanM","TassoOccup_MeanF","TassoOccup_MeanT","ValAgg_Mean","AmmDonne_X2009","AmmDonne_X2010","AmmDonne_X2011","AmmDonne_X2012","AmmDonne_X2013","AmmDonne_X2014","AmmDonne_X2015","AmmDonne_X2016","AmmDonne_X2017","AmmDonne_X2018","AmmDonne_X2019","AmmDonne_X2020","AmmDonne_X2021","AmmDonne_X2022","AmmDonne_Mean","Filter"
"GO",31,486,2036.91455952179,507,1868.72722805372,1.09000100653707,0.0861786196691326,0.157648676995827,486,0.0907218423253029,9,2021,5,0.335410196624968,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,572,2051.88930761246,474,1676.75390090737,1.22372717099515,0.201901259730582,-0.674125396425826,474,0.0918630424349251,10,2122,5,0.280691786106895,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,469,1457.53997437714,451,1308.78290328672,1.11366061607075,0.107652441651415,3.19727449182461,451,0.0941763218696022,15,1213,8,0.164282185168193,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,508,2454.32513604998,454,2283.22579736069,1.07493754620637,0.0722625633397445,0.0656049111331252,454,0.0938646508927864,4,1213,2,0.163127693104828,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,444,1297.13999430621,435,1032.47218197361,1.25634377076066,0.228205733431137,1.14951169083575,435,0.0958926602970768,17,1819,13,0.0594166742928458,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,560,1330.71067529638,545,1354.00820887303,0.982793654112302,-0.0173560953031484,0.131271834237638,545,0.0856705873756239,3,1718,8,0.0780492800734397,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,413,1155.57363949233,440,1175.83857013186,0.982765550344837,-0.0173846915086493,1.90077861895974,413,0.0984135662610246,3,2223,13,0.288675134594813,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,578,1662.85239487102,546,1474.67865962493,1.12760321309182,0.12009432974988,2.32621456445614,546,0.0855920985021826,18,1415,8,0.113594730968311,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,528,1794.11687647435,460,1618.03211962045,1.10882649035125,0.103302240177544,-1.61681704006687,460,0.0932504808240314,8,1617,2,NA,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,564,1461.08618709927,532,1166.01226726815,1.2530624489247,0.225590514196883,0.810820410880981,532,0.086710996952412,6,2223,10,NA,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,552,1795.04054886027,480,1357.67952008322,1.32213863603853,0.279250604341569,-0.0161156719055786,480,0.0912870929175277,8,2223,8,0.516397779494322,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,531,1406.31043497163,488,1232.96114874223,1.1405959031282,0.131550847877111,0.999166675106735,488,0.0905357460425185,7,1819,5,0.301511344577764,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,531,1916.47752759014,545,1448.96455770908,1.32265314385621,0.279639676803217,6.4733304550487,531,0.0867926073205492,2,1617,8,0.816496580927726,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,613,1615.89142532949,546,1412.94416943723,1.14363430649429,0.134211179699426,0.102010309324544,546,0.0855920985021826,4,1819,8,0.0633010605412337,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,477,1550.20288557761,436,1649.64706614451,0.939717905358198,-0.0621755494400761,1.78513896741504,436,0.0957826285221151,7,1516,2,0.115727512471569,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,617,1632.66982528181,504,1506.63722664512,1.0836515893858,0.0803364393478288,0.544232449320266,504,0.0890870806374748,1,1516,8,0.147064295383836,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,418,2084.96445846407,430,2082.508964988,1.00117910343598,0.00117840883946837,3.51219097242359,418,0.0978231976089037,5,1314,2,0.172792932449381,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,573,1733.77079132628,476,1494.35632412267,1.16021243617661,0.148603122986182,-1.16768492231029,476,0.0916698497028211,10,1819,2,0.317744454651121,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,486,1524.19299903411,439,1223.11980523747,1.2461518426138,0.220060276996461,0.412277127003219,439,0.0954547919806695,17,1516,10,NA,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,397,2020.02845909193,431,1550.00289254543,1.30324173510065,0.264854802885486,2.19371426699392,397,0.100377122645699,2,1314,5,0.182574185835055,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,483,1548.37837847528,473,1280.0395280369,1.20963325316204,0.190317217105308,4.95102719416901,473,0.0919600979743406,17,1314,8,0.119535059010823,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"GO",31,430,1387.59339125817,483,1051.4568388895,1.31968649585624,0.277394205250733,0.718135586879928,430,0.0964485644340824,15,1415,10,0.102963563306737,"Friuli-Venezia Giulia","Gorizia",71.0881367333333,54.3799344,62.9417426,23963.626,23.1,23.6,24.5,25,23.4,32.2,33,36.6,37.3,36.4,37.5,37.8,36,37.5,31.7071428571429,1
"TS",32,754,1717.84515715557,724,1331.28228496696,1.29036882451883,0.254928087988684,2.92326189449107,724,0.0743294146247166,6,1718,5,0.0476082288796413,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,709,2902.50116708005,628,2192.75896231608,1.3236754321662,0.280412285594208,1.67539097266329,628,0.0798086884467622,14,2223,2,0.372104203767625,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,595,1310.45531998757,663,1457.75415856296,0.898954952239273,-0.106522354509858,0.77501211037642,595,0.0819920061690788,1,2021,13,0.322748612183951,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,680,1788.49452246115,650,1634.05382896188,1.09451383471094,0.09031027811189,-0.295677063610049,650,0.0784464540552736,13,2122,2,0.278174320132093,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,681,1531.75368495463,675,1270.55738047087,1.20557615775445,0.186957591885803,1.39698937842489,675,0.0769800358919501,2,2122,13,0.40430377003132,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,622,1527.82900613842,688,1575.72981488127,0.969600874280307,-0.030870761975758,1.01634878421893,622,0.0801926939764625,17,1819,13,0.0543266867100222,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,760,1873.38210034606,680,1603.25490962236,1.1684867385108,0.155709525776017,0.850890983429301,680,0.076696498884737,7,1819,5,0.28968272975116,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,706,1932.28478071658,651,1696.95703558026,1.13867631307227,0.129866458890014,2.11762124863508,651,0.0783861801669621,12,2021,2,0.22652988649113,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,707,1548.9272945579,699,1419.78538005306,1.0909587577948,0.0870569039318304,-0.120607974122126,699,0.0756469474472234,2,1819,10,0.260525052859453,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,850,1674.23933576177,750,1406.09440768156,1.19070193766173,0.174542996803588,1.37965638130907,750,0.0730296743340221,3,1415,5,0.100524296688725,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,850,1948.1641447463,828,1881.28893133266,1.03554755056485,0.0349303211901625,1.7013510808953,828,0.0695048046856916,6,1415,2,0.102939527446128,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,677,1441.11251214594,690,1343.67721457651,1.07251391667019,0.0700053476521063,1.46128199484087,677,0.0768662442024088,3,2223,13,0.443202630213959,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,936,1545.24877371802,825,1341.94941516209,1.15149554540502,0.141061571756158,0.593097740618509,825,0.0696310623822791,4,1819,8,0.049468113971383,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,781,1648.81982749764,718,1374.21878603283,1.19982337911239,0.18217436188831,1.28732774046147,718,0.0746393370862076,4,1516,5,0.0809074448506934,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,781,1320.18086487626,821,1195.36091165346,1.1044203068763,0.0993205881524678,-0.0838268681924973,781,0.0715656266964513,5,2122,10,0.392952623996688,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,817,1777.37984723944,789,1563.63044909718,1.13670071356417,0.12812995546099,0.461780918149627,789,0.0712018854508904,8,1617,2,NA,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,758,1962.76619045747,680,1760.88242005653,1.11464920547873,0.108539741490317,0.270845563709098,680,0.076696498884737,4,1213,2,0.113376883589057,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,947,1833.64962162019,821,1586.79803500743,1.15556585095696,0.1445901382534,0.528024517530492,821,0.0698004812759776,7,2122,8,0.591607978309961,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,663,1661.00242121359,745,1212.50468233698,1.36989361394644,0.314733082771111,4.81899556378131,663,0.0776735637380617,17,1314,8,0.0962453006371576,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,729,1426.08060957058,719,1330.46199020809,1.07186873436913,0.0694036058685578,0.483213951800996,719,0.0745874140628201,9,2021,5,0.210173576671348,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,829,1548.92124721237,819,1300.15739866359,1.19133364068418,0.175073386058052,-0.0486938044213403,819,0.0698856557814612,5,1617,5,NA,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,660,1621.78064836658,671,1338.15821036088,1.21194985451624,0.192230512629672,0.799301300741414,660,0.0778498944161523,18,1213,6,0.131306432859723,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,683,1411.84186530835,664,1340.57329320669,1.05316275690617,0.0517977861710302,-0.0572616014211916,664,0.0776150525706333,1,1718,10,0.0433127900006124,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,830,1726.5354092399,839,1546.26233495475,1.11658634515625,0.110276124870983,2.92578792981687,830,0.0694210134500623,2,1617,8,NA,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,542,2347.71618242802,537,1860.09071193519,1.26215144635904,0.232817761957853,0.159294357262606,537,0.0863063704004206,17,1516,10,0.707106781186548,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,899,1719.52197630026,896,1400.01559972897,1.22821629747065,0.205562952219889,0.0561743489937381,896,0.0668153104781061,6,2021,8,0.433012701892219,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,710,1536.97967222997,719,1493.04421874107,1.02942675972849,0.0290021033605517,4.02258434726779,710,0.0750586625040802,15,1213,8,0.115480319211447,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,689,1619.85586997749,685,1416.85372713563,1.14327671159976,0.133898447901282,2.7367244597169,685,0.076416071990087,5,1314,2,0.135161376737903,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,817,1905.94127813522,782,1520.58430614474,1.25342690335106,0.225881322876041,-0.155194909931378,782,0.0715198539852152,8,2223,8,0.336296354567275,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,725,1938.20525642419,631,1541.26033174956,1.25754566992847,0.229161940366845,3.79837749234226,631,0.0796187428658033,7,1516,2,0.0847626885828676,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,614,1858.55266674268,642,1457.35167011799,1.27529456674806,0.24317718467001,2.59304706510672,614,0.0807134312271262,2,1314,5,0.143782776388616,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,826,1892.65061058848,818,1539.6018624027,1.2293117180534,0.206454433943296,1.89422110040675,818,0.0699283601275066,18,1415,8,0.0963462198844434,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,782,1753.70969911533,726,1567.77215008569,1.11859985458951,0.112077773412054,-0.270485528617309,726,0.0742269619025206,10,2122,5,0.260525052859453,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,746,1833.0454249675,722,1607.13980784565,1.14056376179536,0.131522668058449,0.338633939726325,722,0.0744322927564787,11,2223,5,0.276253125726541,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,803,1745.15898807184,720,1546.22050598469,1.12866113294783,0.121032092149388,0.269296014898798,720,0.074535599249993,10,1819,2,0.308957190326662,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,755,1642.55104363535,758,1418.74105610324,1.15775252754497,0.146480649528985,1.83170505012512,755,0.0727874525246839,9,1718,2,0.0482002031018643,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,644,1853.07484611794,684,1428.04879799984,1.29762711800423,0.260537302745895,0.718232915144257,644,0.0788110406239101,18,1617,10,0.866025403784438,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,960,1450.8555503119,857,1253.84104342044,1.15712877475601,0.145941742585086,0.289408869927919,857,0.0683186985685155,3,1718,8,0.0478098928707084,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,810,1630.3663333798,770,1516.84706639091,1.07483896663293,0.0721708518777147,3.19151289958583,770,0.0720749970156447,1,1516,8,0.0958189273909972,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,376,2672.87289319104,287,2739.34873204407,0.975732976938857,-0.0245663192033882,-0.103724998669721,287,0.118056267220191,15,1415,10,0.118259627541156,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,787,1400.81943809571,822,1091.08711549512,1.2838749703868,0.249882825438344,0.321737500800966,787,0.0712923005799519,6,2223,10,0.418330013267038,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"TS",32,703,1593.83407009019,672,1608.71222723897,0.990751511117486,-0.009291521686931,1.04478020941115,672,0.077151674981046,1,1213,5,0.113144580165707,"Friuli-Venezia Giulia","Trieste",70.6850552666667,61.5444111333333,66.0933186,29503.2447692308,20.1,19.5,26.5,27.6,26.7,30.8,28.3,32.4,33.1,35.2,37.7,37.7,32.8,32.6,30.0714285714286,1
"PC",33,1072,1931.3067536608,1026,1487.41346161794,1.29843302047301,0.261158168559231,1.86504027428551,1026,0.0624390541054463,2,1314,5,0.184089350286454,"Emilia-Romagna","Piacenza",75.8081371333333,58.582055,67.2668043333333,28100.4482307692,23.6,23.7,24.9,26.1,26.4,32,32,33.4,33.3,33.7,33.3,33.4,32.7,33.9,30.1714285714286,1
"PC",33,920,1589.27827290261,1035,1178.07105094259,1.34905129162711,0.299401598465077,0.563434596886507,920,0.0659380473395787,1,2021,13,0.174495610113028,"Emilia-Romagna","Piacenza",75.8081371333333,58.582055,67.2668043333333,28100.4482307692,23.6,23.7,24.9,26.1,26.4,32,32,33.4,33.3,33.7,33.3,33.4,32.7,33.9,30.1714285714286,1
"PC",33,1100,1722.25724867527,1011,1689.27410321183,1.01952504060811,0.0193368723865598,0.136450546238507,1011,0.0629005463722439,13,2122,2,0.156359904698286,"Emilia-Romagna","Piacenza",75.8081371333333,58.582055,67.2668043333333,28100.4482307692,23.6,23.7,24.9,26.1,26.4,32,32,33.4,33.3,33.7,33.3,33.4,32.7,33.9,30.1714285714286,1
"PC",33,924,2282.39808968311,1003,1571.1456542819,1.45269668885428,0.373421614589552,0.445530806078133,924,0.0657951694959769,17,1516,10,0.5,"Emilia-Romagna","Piacenza",75.8081371333333,58.582055,67.2668043333333,28100.4482307692,23.6,23.7,24.9,26.1,26.4,32,32,33.4,33.3,33.7,33.3,33.4,32.7,33.9,30.1714285714286,1
"PC",33,1104,1742.22405713607,1054,1503.74195768632,1.15859243551113,0.147205850668159,1.67872260707452,1054,0.0616041103633697,15,1213,8,0.12552918289217,"Emilia-Romagna","Piacenza",75.8081371333333,58.582055,67.2668043333333,28100.4482307692,23.6,23.7,24.9,26.1,26.4,32,32,33.4,33.3,33.7,33.3,33.4,32.7,33.9,30.1714285714286,1
"PC",33,1052,1888.83848238996,1042,1506.03742986443,1.25417764853293,0.226480097673877,0.784615693249911,1042,0.061957821080879,18,1617,10,NA,"Emilia-Romagna","Piacenza",75.8081371333333,58.582055,67.2668043333333,28100.4482307692,23.6,23.7,24.9,26.1,26.4,32,32,33.4,33.3,33.7,33.3,33.4,32.7,33.9,30.1714285714286,1
"PC",33,1088,1896.62053198622,1088,1705.31747670462,1.11218031709337,0.106322338342091,0.531948292909269,1088,0.0606339062590832,12,2021,2,0.180452279592373,"Emilia-Romagna","Piacenza",75.8081371333333,58.582055,67.2668043333333,28100.4482307692,23.6,23.7,24.9,26.1,26.4,32,32,33.4,33.3,33.7,33.3,33.4,32.7,33.9,30.1714285714286,1
"PC",33,1065,1697.14969087763,1055,1504.20213181116,1.12827236113151,0.120687578834145,0.0650705853100877,1055,0.0615749071807079,10,1819,2,0.239045721866879,"Emilia-Romagna","Piacenza",75.8081371333333,58.582055,67.2668043333333,28100.4482307692,23.6,23.7,24.9,26.1,26.4,32,32,33.4,33.3,33.7,33.3,33.4,32.7,33.9,30.1714285714286,1
